ticker,earnings_date,eps_estimate,eps_reported,surprise
7261.T,2009-05-12,-243.13,-364.5,-49.92
7261.T,2009-07-30,-118.2,-82.0,30.63
7261.T,2009-10-29,-12.5,2.65,121.2
7261.T,2010-02-05,19.85,22.65,14.11
7261.T,2010-04-28,48.85,35.4,-27.53
7261.T,2010-07-31,4.75,-5.95,-225.26
7261.T,2010-10-29,5.58,21.55,286.55
7261.T,2011-02-03,11.05,-7.55,-168.33
7261.T,2011-04-28,-110.47,-177.65,-60.82
7261.T,2011-07-29,-56.28,-72.15,-28.19
7261.T,2011-11-02,7.65,-40.5,-629.41
7261.T,2012-02-02,-58.48,-206.1,-252.41
7261.T,2012-04-27,8.88,29.75,235.21
7261.T,2012-07-31,-16.43,-10.8,34.28
7261.T,2012-10-31,14.59,20.4,39.81
7261.T,2013-02-06,3.3,33.15,904.55
7261.T,2013-04-26,20.04,14.65,-26.88
7261.T,2013-07-31,9.1,9.15,0.55
7261.T,2013-10-31,48.88,32.65,-33.2
7261.T,2014-02-05,62.89,87.7,39.45
7261.T,2014-04-25,82.77,97.5,17.79
7261.T,2014-07-31,69.34,81.8,17.97
7261.T,2014-10-31,77.02,74.28,-3.56
7261.T,2015-02-04,64.88,63.83,-1.62
7261.T,2015-04-24,68.18,45.73,-32.93
7261.T,2015-07-30,56.86,61.48,8.13
7261.T,2015-11-05,79.44,86.25,8.57
7261.T,2016-02-04,64.43,58.78,-8.77
7261.T,2016-04-27,58.44,18.34,-68.62
7261.T,2016-07-29,38.55,35.51,-7.88
7261.T,2016-11-02,45.53,58.32,28.09
7261.T,2017-02-02,41.46,39.88,-3.82
7261.T,2017-04-28,27.72,23.16,-16.44
7261.T,2017-08-02,33.91,61.23,80.59
7261.T,2017-11-02,48.63,44.72,-8.04
7261.T,2018-02-07,43.12,33.84,-21.52
7261.T,2018-04-27,47.52,43.14,-9.21
7261.T,2018-08-01,36.96,32.77,-11.33
7261.T,2018-10-31,24.62,5.94,-75.88
7261.T,2019-02-06,28.12,20.11,-28.49
7261.T,2019-05-09,29.04,41.97,44.51
7261.T,2019-08-01,22.5,8.32,-63.02
7261.T,2019-11-01,10.93,18.07,65.25
7261.T,2020-02-05,21.48,25.02,16.5
7261.T,2020-05-14,-3.5,-32.15,-818.57
7261.T,2020-07-31,-108.8,-105.89,2.67
7261.T,2020-11-09,-6.7,-41.82,-523.77
7261.T,2021-02-04,6.61,23.46,254.66
7261.T,2021-05-15,49.25,73.99,50.22
7261.T,2021-07-30,11.66,18.06,54.9
7261.T,2021-11-10,1.84,19.81,975.09
7261.T,2022-02-10,9.09,8.85,-2.62
7261.T,2022-05-13,55.51,82.77,49.1
7261.T,2022-08-09,40.58,23.81,-41.33
7261.T,2022-11-10,47.92,112.49,134.73
7261.T,2023-02-10,54.86,28.11,-48.76
7261.T,2023-05-12,53.89,62.3,15.6
7261.T,2023-08-08,71.44,59.1,-17.27
7261.T,2023-11-07,76.46,112.53,47.18
7261.T,2024-02-09,93.0,91.04,-2.11
7261.T,2024-05-10,56.93,66.98,17.65
7261.T,2024-08-07,90.53,79.1,-12.63
7261.T,2024-11-07,70.02,-22.99,-132.83
7261.T,2025-02-07,67.63,87.6,29.52
7261.T,2025-05-12,57.4,37.33,-34.97
7261.T,2025-08-05,-32.04,-66.79,-108.45
7261.T,2025-11-07,21.64,-5.03,-123.25
7261.T,2026-02-10,29.29,48.49,65.53
7261.T,2026-05-12,42.16,78.97,87.31
7261.T,2026-08-04,37.73,47.0,24.56
7261.T,2026-11-05,37.3,,
7267.T,2004-07-28,16.83,20.27,20.45
7267.T,2004-10-27,20.47,22.62,10.48
7267.T,2005-01-28,22.36,26.96,20.6
7267.T,2005-04-26,18.59,16.93,-8.98
7267.T,2005-07-27,20.38,19.96,-2.09
7267.T,2005-10-27,23.82,24.15,1.39
7267.T,2006-01-31,24.48,24.14,-1.42
7267.T,2006-04-26,22.95,39.96,74.13
7267.T,2006-07-26,25.5,26.15,2.56
7267.T,2006-10-25,24.26,23.35,-3.74
7267.T,2007-01-31,27.98,26.48,-5.37
7267.T,2007-04-25,26.9,32.22,19.78
7267.T,2007-07-25,29.63,30.46,2.79
7267.T,2007-10-25,32.37,38.29,18.31
7267.T,2008-01-30,25.13,36.74,46.19
7267.T,2008-04-25,18.02,4.68,-74.01
7267.T,2008-07-25,25.15,32.99,31.17
7267.T,2008-10-28,24.88,22.65,-8.96
7267.T,2009-01-30,1.57,3.72,137.61
7267.T,2009-04-28,-45.63,-34.2,25.05
7267.T,2009-07-29,-12.63,1.39,111.0
7267.T,2009-10-27,12.03,9.93,-17.51
7267.T,2010-02-03,16.69,24.73,48.19
7267.T,2010-04-28,19.3,13.26,-31.29
7267.T,2010-07-30,22.03,50.09,127.39
7267.T,2010-10-29,23.84,25.13,5.42
7267.T,2011-01-31,16.43,15.0,-8.69
7267.T,2011-04-28,17.56,8.24,-53.07
7267.T,2011-08-01,-5.18,5.88,213.59
7267.T,2011-10-31,12.21,11.18,-8.45
7267.T,2012-01-31,12.98,8.82,-32.06
7267.T,2012-04-27,19.18,13.24,-30.98
7267.T,2012-07-31,28.83,24.36,-15.48
7267.T,2012-10-29,19.94,15.21,-23.71
7267.T,2013-01-31,19.02,14.32,-24.71
7267.T,2013-06-14,16.8,14.01,-16.58
7267.T,2013-07-31,25.54,22.66,-11.29
7267.T,2013-10-30,24.17,22.26,-7.91
7267.T,2014-01-31,29.56,29.73,0.57
7267.T,2014-04-25,29.34,31.54,7.5
7267.T,2014-07-29,27.06,27.1,0.14
7267.T,2014-10-28,27.52,26.24,-4.63
7267.T,2015-01-30,23.69,25.25,6.59
7267.T,2015-04-28,24.49,18.1,-26.11
7267.T,2015-07-31,25.33,34.41,35.82
7267.T,2015-11-04,24.6,23.63,-3.95
7267.T,2016-01-29,26.1,22.97,-11.98
7267.T,2016-05-13,20.51,-17.28,-184.26
7267.T,2016-08-02,24.94,32.31,29.54
7267.T,2016-10-31,20.61,32.75,58.9
7267.T,2017-02-03,19.65,31.22,58.91
7267.T,2017-04-28,10.0,17.75,77.46
7267.T,2017-08-01,29.62,38.35,29.44
7267.T,2017-11-01,21.47,32.18,49.9
7267.T,2018-02-02,29.61,106.17,258.52
7267.T,2018-04-27,16.87,20.23,19.94
7267.T,2018-07-31,38.42,45.92,19.51
7267.T,2018-10-30,27.08,39.89,47.32
7267.T,2019-02-01,32.94,31.87,-3.26
7267.T,2019-05-08,21.59,-2.35,-110.9
7267.T,2019-08-02,39.28,32.64,-16.91
7267.T,2019-11-08,33.03,37.24,12.74
7267.T,2020-02-07,25.6,22.12,-13.58
7267.T,2020-05-12,8.09,-5.67,-170.05
7267.T,2020-08-05,-20.73,-15.61,24.7
7267.T,2020-11-06,21.23,46.51,119.13
7267.T,2021-02-09,29.67,54.84,84.81
7267.T,2021-05-14,19.56,41.18,110.58
7267.T,2021-08-04,19.85,42.96,116.45
7267.T,2021-11-05,20.98,32.19,53.4
7267.T,2022-02-09,27.28,37.5,37.43
7267.T,2022-05-13,17.96,24.39,35.82
7267.T,2022-08-10,33.64,29.08,-13.56
7267.T,2022-11-09,41.67,36.95,-11.34
7267.T,2023-02-10,38.56,48.1,24.75
7267.T,2023-05-11,28.96,22.5,-22.33
7267.T,2023-08-09,50.87,73.02,43.55
7267.T,2023-11-09,52.16,51.49,-1.29
7267.T,2024-02-08,50.23,52.15,3.83
7267.T,2024-05-10,28.78,49.1,70.62
7267.T,2024-08-07,78.16,81.81,4.67
7267.T,2024-11-06,65.34,21.44,-67.19
7267.T,2025-02-13,61.36,66.44,8.28
7267.T,2025-05-13,26.1,9.24,-64.59
7267.T,2025-08-06,61.42,46.8,-23.81
7267.T,2025-11-07,33.33,29.5,-11.48
7267.T,2026-02-10,18.4,39.23,113.21
7267.T,2026-05-14,-285.79,-221.59,22.46
7267.T,2026-08-05,66.03,115.84,75.43
7267.T,2026-11-05,16.17,,
7269.T,2004-08-03,6.78,7.72,13.99
7269.T,2004-11-04,6.9,5.68,-17.72
7269.T,2005-02-02,8.5,7.0,-17.62
7269.T,2005-05-11,7.13,7.83,9.93
7269.T,2005-08-02,7.48,7.93,6.12
7269.T,2005-10-31,6.73,6.69,-0.59
7269.T,2006-02-01,8.39,8.02,-4.49
7269.T,2006-04-28,7.89,8.78,11.28
7269.T,2006-07-31,11.3,11.48,1.59
7269.T,2006-11-01,9.48,10.87,14.75
7269.T,2007-02-01,11.53,10.23,-11.24
7269.T,2007-04-27,9.9,9.77,-1.31
7269.T,2007-07-31,13.2,13.51,2.33
7269.T,2007-10-31,12.23,12.04,-1.55
7269.T,2008-01-31,11.55,11.98,3.72
7269.T,2008-04-24,8.67,6.97,-19.64
7269.T,2008-07-31,13.01,14.43,10.9
7269.T,2008-10-31,9.91,4.55,-54.13
7269.T,2009-02-05,2.11,-6.9,-426.32
7269.T,2009-05-11,0.81,3.34,312.65
7269.T,2009-08-03,1.74,1.23,-29.41
7269.T,2009-11-02,2.61,5.97,128.57
7269.T,2010-02-05,3.22,1.72,-46.66
7269.T,2010-05-11,5.13,6.78,32.12
7269.T,2010-08-03,5.31,6.79,27.92
7269.T,2010-11-02,6.87,6.8,-0.98
7269.T,2011-02-07,5.8,5.44,-6.25
7269.T,2011-05-10,11.96,1.14,-90.51
7269.T,2011-08-03,4.02,8.35,107.56
7269.T,2011-11-07,7.28,5.92,-18.72
7269.T,2012-02-06,3.97,3.84,-3.28
7269.T,2012-05-10,5.6,5.91,5.5
7269.T,2012-08-02,8.69,10.91,25.56
7269.T,2012-11-09,8.82,7.77,-11.9
7269.T,2013-02-07,6.9,2.91,-57.88
7269.T,2013-05-09,14.09,14.25,1.11
7269.T,2013-08-01,12.67,12.05,-4.93
7269.T,2013-11-01,10.67,10.97,2.81
7269.T,2014-02-06,11.14,13.74,23.38
7269.T,2014-05-09,14.69,11.14,-24.19
7269.T,2014-08-01,14.28,16.72,17.07
7269.T,2014-11-06,12.39,7.32,-40.96
7269.T,2015-02-05,13.57,11.57,-14.75
7269.T,2015-05-11,11.55,7.56,-34.51
7269.T,2015-08-03,14.4,14.13,-1.89
7269.T,2015-11-04,17.0,22.21,30.63
7269.T,2016-02-08,14.29,13.49,-5.6
7269.T,2016-05-10,11.53,8.91,-22.68
7269.T,2016-08-03,13.0,21.51,65.39
7269.T,2016-11-05,13.62,35.12,157.88
7269.T,2017-02-07,12.76,18.94,48.47
7269.T,2017-05-12,14.53,15.07,3.76
7269.T,2017-08-03,26.03,37.08,42.41
7269.T,2017-11-02,25.93,21.97,-15.28
7269.T,2018-02-05,23.37,34.06,45.73
7269.T,2018-05-10,29.33,29.11,-0.76
7269.T,2018-08-02,33.23,48.62,46.34
7269.T,2018-11-01,31.52,27.97,-11.28
7269.T,2019-02-05,30.31,23.95,-20.99
7269.T,2019-05-10,-2.69,-1.72,36.0
7269.T,2019-08-05,22.99,21.96,-4.5
7269.T,2019-11-05,11.76,21.02,78.71
7269.T,2020-02-07,21.64,19.86,-8.2
7269.T,2020-05-26,13.55,8.75,-35.43
7269.T,2020-08-03,-15.78,0.91,105.75
7269.T,2020-11-05,15.37,27.08,76.17
7269.T,2021-02-05,20.7,30.35,46.62
7269.T,2021-05-13,14.21,17.08,20.2
7269.T,2021-08-05,13.31,43.64,227.92
7269.T,2021-11-11,8.24,8.12,-1.45
7269.T,2022-02-04,13.82,18.15,31.34
7269.T,2022-05-11,12.4,12.64,1.93
7269.T,2022-08-05,25.08,30.01,19.65
7269.T,2022-11-08,21.18,29.25,38.15
7269.T,2023-02-07,25.01,35.15,40.54
7269.T,2023-05-15,15.4,19.39,25.96
7269.T,2023-08-04,31.61,34.51,9.18
7269.T,2023-11-07,37.35,32.2,-13.79
7269.T,2024-02-07,36.63,35.62,-2.76
7269.T,2024-05-13,39.5,36.08,-8.66
7269.T,2024-08-06,55.06,59.21,7.54
7269.T,2024-11-08,42.72,53.51,25.27
7269.T,2025-02-06,36.4,48.85,34.19
7269.T,2025-05-12,43.42,54.09,24.56
7269.T,2025-08-05,36.12,52.88,46.39
7269.T,2025-11-06,47.48,47.05,-0.91
7269.T,2026-02-05,52.18,58.88,12.84
7269.T,2026-05-14,56.11,68.88,22.76
7269.T,2026-08-05,64.41,95.17,47.76
7269.T,2026-11-05,47.48,,
7270.T,2004-08-06,5.2,0.8,-84.62
7270.T,2004-11-12,11.6,9.82,-15.34
7270.T,2005-03-31,9.4,-3.33,-135.43
7270.T,2005-08-03,-4.4,-1.51,65.68
7270.T,2005-11-08,7.9,11.72,48.35
7270.T,2006-02-03,-4.62,6.64,243.67
7270.T,2006-05-09,0.3,3.81,1170.0
7270.T,2006-07-31,3.6,6.42,78.33
7270.T,2006-10-31,7.9,9.77,23.67
7270.T,2007-02-02,14.7,18.21,23.88
7270.T,2007-04-27,7.4,10.06,35.95
7270.T,2007-07-31,,-0.46,
7270.T,2007-10-31,8.8,11.37,29.2
7270.T,2008-02-04,4.0,13.98,249.5
7270.T,2008-04-28,4.89,0.84,-82.82
7270.T,2008-08-01,0.06,1.97,3183.33
7270.T,2008-10-31,5.81,3.94,-32.19
7270.T,2009-02-04,-3.27,-25.52,-679.24
7270.T,2009-05-08,-77.9,-60.54,22.28
7270.T,2009-07-31,-24.13,-24.75,-2.57
7270.T,2009-11-02,5.5,-3.14,-157.09
7270.T,2010-02-04,12.09,8.36,-30.82
7270.T,2010-05-08,-7.4,-1.58,78.65
7270.T,2010-07-30,17.79,24.57,38.11
7270.T,2010-11-02,28.06,32.63,16.31
7270.T,2011-02-04,15.54,17.75,14.22
7270.T,2011-05-10,2.55,-10.39,-507.98
7270.T,2011-08-02,8.06,36.47,352.29
7270.T,2011-11-01,6.78,5.5,-18.88
7270.T,2012-02-03,8.78,5.13,-41.57
7270.T,2012-05-08,13.74,2.17,-84.21
7270.T,2012-08-03,16.43,20.95,27.51
7270.T,2012-10-30,17.06,30.87,80.98
7270.T,2013-02-06,35.38,16.26,-54.04
7270.T,2013-05-08,77.71,85.15,9.58
7270.T,2013-07-31,33.88,62.1,83.29
7270.T,2013-10-31,66.82,65.8,-1.52
7270.T,2014-02-04,111.23,104.72,-5.85
7270.T,2014-05-09,49.34,32.14,-34.86
7270.T,2014-07-31,69.97,66.95,-4.32
7270.T,2014-10-31,81.11,77.87,-3.99
7270.T,2015-02-04,93.47,99.1,6.03
7270.T,2015-05-08,85.48,91.65,7.22
7270.T,2015-07-31,111.12,107.88,-2.91
7270.T,2015-11-05,124.56,139.7,12.15
7270.T,2016-02-04,161.19,185.28,14.95
7270.T,2016-05-12,110.75,126.68,14.38
7270.T,2016-08-03,86.88,101.06,16.32
7270.T,2016-11-02,100.92,109.94,8.93
7270.T,2017-02-08,92.07,57.27,-37.79
7270.T,2017-05-09,111.87,97.5,-12.84
7270.T,2017-08-03,111.84,107.38,-3.99
7270.T,2017-11-06,28.03,3.49,-87.55
7270.T,2018-02-08,87.93,88.48,0.62
7270.T,2018-05-11,69.84,88.05,26.08
7270.T,2018-08-06,59.03,59.3,0.46
7270.T,2018-11-05,62.71,-1.51,-102.41
7270.T,2019-02-07,97.24,96.39,-0.87
7270.T,2019-05-10,40.35,38.6,-4.35
7270.T,2019-08-05,72.24,86.67,19.97
7270.T,2019-11-06,61.44,2.38,-96.13
7270.T,2020-02-05,79.64,56.62,-28.9
7270.T,2020-05-18,81.85,53.32,-34.86
7270.T,2020-08-04,-30.17,-10.04,66.72
7270.T,2020-11-04,60.75,40.95,-32.6
7270.T,2021-02-05,59.22,65.86,11.21
7270.T,2021-05-11,23.98,3.0,-87.49
7270.T,2021-08-03,23.33,24.14,3.47
7270.T,2021-11-05,27.66,34.26,23.87
7270.T,2022-02-07,39.39,23.58,-40.14
7270.T,2022-05-12,25.89,9.3,-64.07
7270.T,2022-08-03,48.15,35.48,-26.32
7270.T,2022-11-02,64.82,66.04,1.88
7270.T,2023-02-08,93.76,99.82,6.47
7270.T,2023-05-11,80.12,59.99,-25.13
7270.T,2023-08-02,81.23,95.89,18.05
7270.T,2023-11-02,100.4,102.7,2.29
7270.T,2024-02-08,122.3,195.89,60.17
7270.T,2024-05-13,87.71,114.72,30.79
7270.T,2024-08-05,127.69,112.14,-12.18
7270.T,2024-11-01,123.44,106.95,-13.36
7270.T,2025-02-07,122.72,209.72,70.89
7270.T,2025-05-14,37.45,29.22,-21.98
7270.T,2025-08-07,37.16,75.03,101.9
7270.T,2025-11-10,44.29,48.87,10.33
7270.T,2026-02-06,96.23,-9.52,-109.89
7270.T,2026-05-15,57.81,11.12,-80.76
7270.T,2026-08-05,97.33,69.02,-29.08
7270.T,2026-11-09,87.95,,
7272.T,2004-07-29,14.37,14.04,-2.3
7272.T,2005-04-27,19.53,27.12,38.84
7272.T,2005-07-28,10.27,16.18,57.6
7272.T,2005-10-28,15.7,19.62,24.95
7272.T,2006-02-07,12.27,11.89,-3.07
7272.T,2006-04-27,22.89,32.76,43.12
7272.T,2006-08-01,19.53,18.85,-3.52
7272.T,2006-10-27,18.7,17.93,-4.1
7272.T,2007-02-06,20.23,20.49,1.27
7272.T,2007-04-26,29.5,29.31,-0.66
7272.T,2007-07-31,27.37,28.46,3.98
7272.T,2007-10-30,16.73,20.83,24.48
7272.T,2008-02-05,15.73,4.34,-72.39
7272.T,2008-04-25,20.12,25.88,28.64
7272.T,2008-07-31,17.16,4.21,-75.46
7272.T,2008-10-30,8.0,20.14,151.75
7272.T,2009-02-12,-48.5,-48.08,0.87
7272.T,2009-05-12,-20.75,-18.36,11.5
7272.T,2009-08-04,-31.38,-68.71,-118.94
7272.T,2009-11-04,-29.87,-97.98,-227.97
7272.T,2010-02-12,-12.52,-69.59,-455.68
7272.T,2010-05-13,-3.0,8.76,392.0
7272.T,2010-08-05,3.97,16.8,323.71
7272.T,2010-11-04,9.62,6.48,-32.63
7272.T,2011-02-15,0.67,-13.54,-2130.99
7272.T,2011-05-12,4.42,12.84,190.64
7272.T,2011-08-03,8.55,14.81,73.32
7272.T,2011-11-04,7.8,10.53,35.08
7272.T,2012-02-15,-0.22,-12.44,-5583.22
7272.T,2012-05-14,6.67,11.0,64.94
7272.T,2012-08-07,3.55,2.87,-19.12
7272.T,2012-11-06,0.92,-0.22,-123.44
7272.T,2013-02-14,3.44,-6.51,-289.42
7272.T,2013-05-14,6.69,7.09,5.86
7272.T,2013-08-06,11.32,12.44,9.91
7272.T,2013-11-07,6.52,5.62,-13.77
7272.T,2014-02-12,7.91,16.92,113.88
7272.T,2014-05-13,13.37,14.06,5.16
7272.T,2014-08-05,16.64,16.72,0.46
7272.T,2014-11-06,8.75,19.33,120.82
7272.T,2015-02-12,8.88,15.25,71.78
7272.T,2015-05-12,25.07,24.67,-1.63
7272.T,2015-08-04,23.25,25.1,7.93
7272.T,2015-11-06,18.63,-2.99,-116.07
7272.T,2016-02-09,13.96,10.53,-24.58
7272.T,2016-05-11,21.52,19.81,-7.94
7272.T,2016-08-04,21.5,11.15,-48.16
7272.T,2016-11-02,13.24,15.08,13.94
7272.T,2017-02-09,14.58,14.24,-2.32
7272.T,2017-05-12,19.41,30.29,56.09
7272.T,2017-08-08,23.09,27.75,20.19
7272.T,2017-11-02,15.47,27.08,75.1
7272.T,2018-02-13,11.27,11.85,5.16
7272.T,2018-05-10,26.28,30.91,17.62
7272.T,2018-08-08,29.35,23.48,-20.02
7272.T,2018-10-31,24.49,23.65,-3.41
7272.T,2019-02-12,15.44,11.07,-28.28
7272.T,2019-05-07,24.48,27.05,10.5
7272.T,2019-08-08,27.36,22.76,-16.79
7272.T,2019-11-13,19.37,22.35,15.41
7272.T,2020-02-12,12.28,0.11,-99.1
7272.T,2020-05-29,16.56,9.17,-44.63
7272.T,2020-08-06,-16.36,-11.8,27.85
7272.T,2020-11-09,3.1,40.85,1216.43
7272.T,2021-02-12,14.21,12.41,-12.68
7272.T,2021-05-15,21.91,39.85,81.92
7272.T,2021-08-05,21.76,48.91,124.71
7272.T,2021-11-08,16.17,41.92,159.17
7272.T,2022-02-10,12.5,17.88,43.05
7272.T,2022-05-13,32.89,31.43,-4.44
7272.T,2022-08-05,36.74,49.09,33.62
7272.T,2022-11-07,32.09,49.21,53.36
7272.T,2023-02-13,32.81,40.75,24.22
7272.T,2023-05-15,38.96,44.17,13.36
7272.T,2023-08-08,39.69,59.79,50.66
7272.T,2023-11-07,46.18,44.32,-4.03
7272.T,2024-02-14,50.52,15.29,-69.73
7272.T,2024-05-13,51.73,56.61,9.43
7272.T,2024-08-06,62.77,58.24,-7.21
7272.T,2024-11-06,39.58,23.64,-40.28
7272.T,2025-02-12,21.91,-28.37,-229.48
7272.T,2025-05-13,32.59,31.47,-3.43
7272.T,2025-08-05,32.22,23.14,-28.18
7272.T,2025-11-05,26.96,-9.96,-136.95
7272.T,2026-02-13,-37.1,-28.06,24.37
7272.T,2026-05-15,25.0,42.52,70.08
7272.T,2026-08-04,39.16,74.85,91.14
7272.T,2026-11-05,35.65,,
7276.T,2008-04-23,18.45,18.08,-2.01
7276.T,2008-07-28,9.96,13.2,32.6
7276.T,2008-10-27,11.51,4.78,-58.47
7276.T,2009-01-28,-0.31,-7.66,-2372.58
7276.T,2009-04-24,-10.31,2.27,121.96
7276.T,2009-07-29,-6.5,-13.58,-109.0
7276.T,2009-10-27,9.45,11.86,25.45
7276.T,2010-01-27,18.67,-11.48,-161.51
7276.T,2010-04-28,39.83,32.56,-18.25
7276.T,2010-07-26,11.59,9.03,-22.14
7276.T,2010-10-27,11.21,2.46,-78.05
7276.T,2011-10-27,14.9,11.45,-23.2
7276.T,2012-01-26,20.22,14.53,-28.17
7276.T,2012-04-27,23.16,18.16,-21.62
7276.T,2014-10-28,24.05,27.55,14.55
7276.T,2015-01-29,25.7,36.01,40.1
7276.T,2015-04-24,39.3,30.58,-22.19
7276.T,2015-07-28,21.95,11.07,-49.57
7276.T,2015-10-29,31.8,33.03,3.88
7276.T,2016-01-28,41.6,48.41,16.37
7276.T,2016-04-26,46.03,51.56,12.03
7276.T,2016-07-28,31.8,31.13,-2.11
7276.T,2016-10-25,37.78,40.22,6.45
7276.T,2017-01-26,47.47,52.93,11.49
7276.T,2017-04-26,53.9,52.13,-3.28
7276.T,2018-01-26,54.15,57.12,5.48
7276.T,2018-07-26,41.02,48.94,19.29
7276.T,2018-10-26,51.03,54.21,6.23
7276.T,2019-01-25,56.17,55.53,-1.14
7276.T,2019-04-23,64.03,68.09,6.35
7276.T,2019-07-25,48.61,43.41,-10.71
7276.T,2019-10-28,52.9,47.16,-10.85
7276.T,2020-01-30,46.07,45.04,-2.24
7276.T,2020-05-28,33.63,44.89,33.47
7276.T,2020-07-28,19.0,-15.36,-180.83
7276.T,2020-10-28,30.72,35.34,15.02
7276.T,2021-01-29,43.94,48.03,9.31
7276.T,2021-04-27,53.24,49.0,-7.96
7276.T,2021-07-28,36.95,33.14,-10.32
7276.T,2021-10-28,37.05,16.52,-55.41
7276.T,2022-01-27,31.35,35.77,14.1
7276.T,2022-04-27,39.3,33.84,-13.91
7276.T,2022-07-27,30.08,-3.29,-110.94
7276.T,2022-10-27,29.58,25.15,-14.96
7276.T,2023-01-26,37.6,45.53,21.09
7276.T,2023-06-30,55.49,24.87,-55.18
7276.T,2023-07-26,29.1,45.57,56.6
7276.T,2023-10-31,31.3,35.19,12.43
7276.T,2024-01-30,35.6,36.32,2.02
7276.T,2024-04-25,40.0,13.85,-65.37
7276.T,2024-07-29,35.8,23.87,-33.32
7276.T,2025-01-30,39.28,60.44,53.87
7276.T,2025-04-24,35.78,58.75,64.17
7276.T,2025-07-29,10.1,35.72,253.66
7276.T,2025-10-28,17.7,6.35,-64.12
7276.T,2026-01-30,25.02,41.09,64.23
7276.T,2026-05-13,31.3,-22.93,-173.26
7276.T,2026-10-28,,,
7278.T,2009-10-29,19.7,12.94,-34.31
7278.T,2010-04-27,51.6,43.62,-15.47
7278.T,2010-07-27,57.37,73.69,28.44
7278.T,2010-10-28,70.1,65.28,-6.88
7278.T,2011-10-27,80.93,40.12,-50.43
7278.T,2012-01-27,57.63,55.72,-3.32
7278.T,2012-04-27,64.03,42.2,-34.1
7278.T,2014-01-30,18.88,89.5,374.12
7278.T,2014-04-24,61.62,47.11,-23.55
7278.T,2014-07-30,60.98,50.62,-16.99
7278.T,2015-01-29,38.4,63.9,66.4
7278.T,2015-04-24,35.72,33.55,-6.07
7278.T,2015-10-27,81.72,60.32,-26.19
7278.T,2016-01-28,67.42,59.21,-12.18
7278.T,2016-04-25,58.23,69.48,19.32
7278.T,2017-04-27,51.35,64.21,25.06
7278.T,2019-06-26,52.77,22.11,-58.1
7278.T,2019-07-29,80.36,35.85,-55.39
7278.T,2019-10-30,64.49,59.85,-7.19
7278.T,2020-01-30,80.36,81.45,1.36
7278.T,2020-04-30,80.58,21.19,-73.7
7278.T,2020-10-27,-14.49,46.6,421.6
7278.T,2021-01-27,54.36,90.33,66.17
7278.T,2021-04-30,50.62,19.64,-61.2
7278.T,2021-07-28,40.3,59.14,46.75
7278.T,2021-10-27,24.82,67.2,170.75
7278.T,2022-01-31,59.43,55.07,-7.34
7278.T,2022-07-28,58.3,32.65,-44.0
7278.T,2023-01-30,57.89,64.25,10.99
7278.T,2023-07-31,68.63,55.34,-19.36
7278.T,2024-01-31,58.63,60.41,3.04
7278.T,2026-10-29,,,
7282.T,2006-04-27,24.3,14.94,-38.52
7282.T,2006-07-27,16.8,29.45,75.3
7282.T,2007-02-01,31.2,36.42,16.73
7282.T,2007-04-26,32.7,26.97,-17.52
7282.T,2010-02-03,38.65,58.5,51.36
7282.T,2010-04-29,45.6,50.59,10.94
7282.T,2010-07-30,38.65,44.81,15.94
7282.T,2010-10-29,63.0,29.17,-53.7
7282.T,2011-02-03,32.46,21.38,-34.13
7282.T,2011-04-28,5.11,36.91,622.31
7282.T,2011-08-01,-46.15,-27.59,40.22
7282.T,2011-10-28,22.49,17.44,-22.46
7282.T,2012-02-03,40.96,15.06,-63.23
7282.T,2012-04-27,51.27,64.42,25.64
7282.T,2012-07-31,-14.6,50.32,444.66
7282.T,2012-10-31,25.85,51.76,100.23
7282.T,2013-02-01,26.31,36.91,40.29
7282.T,2013-04-26,25.56,26.64,4.23
7282.T,2013-07-31,71.34,46.34,-35.04
7282.T,2013-10-31,61.42,57.36,-6.61
7282.T,2014-02-03,46.9,68.86,46.82
7282.T,2014-04-25,45.64,29.98,-34.32
7282.T,2014-07-31,77.26,49.01,-36.56
7282.T,2015-02-03,49.91,61.64,23.5
7282.T,2015-04-28,31.57,21.62,-31.52
7282.T,2015-07-31,48.64,28.28,-41.86
7282.T,2015-10-30,59.48,52.61,-11.55
7282.T,2016-02-03,67.49,52.36,-22.41
7282.T,2016-04-28,43.1,23.24,-46.08
7282.T,2016-07-29,31.7,34.16,7.76
7282.T,2017-02-02,47.9,53.76,12.23
7282.T,2017-04-28,44.4,2.84,-93.6
7282.T,2017-10-31,44.2,46.9,6.11
7282.T,2018-02-02,49.4,44.36,-10.2
7282.T,2018-04-27,63.8,30.06,-52.88
7282.T,2019-04-26,64.17,84.19,31.2
7282.T,2019-07-31,51.48,28.65,-44.35
7282.T,2019-10-31,38.73,67.51,74.3
7282.T,2020-01-31,-65.14,-41.08,36.94
7282.T,2020-04-30,58.0,31.66,-45.41
7282.T,2021-02-02,46.36,102.53,121.16
7282.T,2021-04-28,46.36,142.9,208.24
7282.T,2021-07-30,30.9,69.75,125.73
7282.T,2021-10-29,38.63,-0.01,-100.03
7282.T,2022-02-02,39.42,34.61,-12.19
7282.T,2022-04-28,60.26,76.04,26.19
7282.T,2025-01-31,81.86,110.65,35.17
7282.T,2025-04-25,25.88,31.99,23.61
7282.T,2025-07-31,81.64,106.04,29.89
7282.T,2025-10-31,105.51,112.18,6.32
