ticker,earnings_date,eps_estimate,eps_reported,surprise
7189.T,2026-11-09,,,
7201.T,2004-07-29,26.1,30.07,15.21
7201.T,2004-10-29,30.0,28.23,-5.9
7201.T,2005-02-09,33.15,32.81,-1.03
7201.T,2005-04-25,36.6,34.05,-6.97
7201.T,2005-07-26,28.6,25.96,-9.23
7201.T,2005-10-28,31.7,30.73,-3.06
7201.T,2006-02-02,33.81,33.1,-2.09
7201.T,2006-04-25,36.55,37.15,1.66
7201.T,2006-07-25,23.0,26.86,16.78
7201.T,2006-10-19,25.4,39.95,57.28
7201.T,2007-02-02,29.0,25.57,-11.83
7201.T,2007-04-26,20.35,19.95,-1.97
7201.T,2007-07-24,19.8,22.46,13.43
7201.T,2007-10-26,24.5,29.31,19.63
7201.T,2008-02-01,32.4,32.32,-0.25
7201.T,2008-05-13,33.7,33.67,-0.09
7201.T,2008-08-01,17.42,12.96,-25.6
7201.T,2008-10-31,16.05,18.06,12.52
7201.T,2009-02-09,-31.39,-20.42,34.95
7201.T,2009-05-12,-89.77,-67.98,24.27
7201.T,2009-07-29,-22.06,-4.06,81.6
7201.T,2009-11-04,-0.1,6.27,6370.0
7201.T,2010-02-09,-1.35,11.04,917.78
7201.T,2010-05-12,-3.0,-2.85,5.0
7201.T,2010-07-29,18.45,25.65,39.06
7201.T,2010-11-05,22.28,24.31,9.11
7201.T,2011-02-09,12.75,19.13,50.1
7201.T,2011-05-12,1.16,7.33,531.9
7201.T,2011-07-27,14.2,20.32,43.15
7201.T,2011-11-02,19.58,23.53,20.15
7201.T,2012-02-08,15.21,19.78,30.05
7201.T,2012-05-11,13.17,18.04,36.98
7201.T,2012-07-26,18.75,17.24,-8.07
7201.T,2012-11-06,20.92,25.3,20.92
7201.T,2013-02-08,12.78,12.91,1.04
7201.T,2013-05-10,22.12,26.25,18.67
7201.T,2013-07-25,14.68,19.57,33.29
7201.T,2013-11-01,20.97,25.72,22.66
7201.T,2014-02-10,11.48,20.11,75.14
7201.T,2014-05-12,22.77,27.42,20.44
7201.T,2014-07-28,21.19,26.75,26.22
7201.T,2014-11-04,24.39,29.79,22.13
7201.T,2015-02-09,22.14,24.28,9.68
7201.T,2015-05-13,28.56,28.33,-0.81
7201.T,2015-07-29,31.53,36.44,15.57
7201.T,2015-11-02,31.42,41.22,31.19
7201.T,2016-02-10,30.35,30.35,-0.01
7201.T,2016-05-12,28.31,16.99,-39.98
7201.T,2016-07-27,33.7,33.12,-1.72
7201.T,2016-11-07,29.81,36.28,21.69
7201.T,2017-02-09,30.24,33.52,10.85
7201.T,2017-05-11,45.67,63.02,37.99
7201.T,2017-07-27,34.09,34.49,1.17
7201.T,2017-11-08,34.99,36.2,3.46
7201.T,2018-02-08,31.8,77.12,142.5
7201.T,2018-05-14,38.68,43.15,11.57
7201.T,2018-07-26,24.07,29.62,23.07
7201.T,2018-11-08,33.05,33.35,0.91
7201.T,2019-02-12,32.18,17.99,-44.1
7201.T,2019-05-14,28.05,0.63,-97.75
7201.T,2019-07-25,15.96,1.63,-89.79
7201.T,2019-11-12,19.09,15.07,-21.05
7201.T,2020-02-13,12.36,-6.66,-153.88
7201.T,2020-05-28,-20.5,-181.58,-785.55
7201.T,2020-07-28,-67.72,-73.0,-7.79
7201.T,2020-11-12,-44.82,-11.33,74.72
7201.T,2021-02-09,-16.61,-9.65,41.91
7201.T,2021-05-11,-18.39,-20.69,-12.53
7201.T,2021-07-28,-6.86,29.26,526.71
7201.T,2021-11-09,-7.83,13.83,276.63
7201.T,2022-02-08,6.77,8.35,23.37
7201.T,2022-05-12,3.55,3.63,2.15
7201.T,2022-07-28,9.93,12.04,21.27
7201.T,2022-11-09,12.99,4.43,-65.9
7201.T,2023-02-09,13.79,12.91,-6.35
7201.T,2023-05-11,15.58,27.29,75.2
7201.T,2023-07-26,21.15,26.93,27.36
7201.T,2023-11-09,21.65,48.7,124.93
7201.T,2024-02-08,15.51,7.53,-51.45
7201.T,2024-05-09,11.17,27.3,144.4
7201.T,2024-07-25,27.9,7.77,-72.15
7201.T,2024-11-07,0.67,-2.56,-483.89
7201.T,2025-02-13,6.46,-3.82,-159.15
7201.T,2025-05-13,-47.33,-188.5,-298.24
7201.T,2025-07-30,-44.09,-33.15,24.81
7201.T,2025-11-06,-32.85,-30.4,7.47
7201.T,2026-02-12,-17.1,-8.08,52.75
7201.T,2026-05-13,-104.07,-80.95,22.22
7201.T,2026-08-03,-11.51,1.08,109.38
7201.T,2026-11-05,-32.85,,
7202.T,2008-05-12,25.86,17.24,-33.33
7202.T,2008-08-04,22.1,20.88,-5.52
7202.T,2008-11-05,16.54,14.6,-11.73
7202.T,2009-02-06,-9.86,-13.82,-40.16
7202.T,2009-05-11,-39.2,-53.36,-36.12
7202.T,2009-08-04,-24.32,-19.58,19.49
7202.T,2009-11-09,-10.01,-13.2,-31.87
7202.T,2010-02-05,1.7,13.24,678.82
7202.T,2010-05-12,18.0,29.46,63.67
7202.T,2010-08-04,20.68,14.66,-29.11
7202.T,2010-11-08,18.1,19.8,9.39
7202.T,2011-02-08,19.16,21.12,10.23
7202.T,2011-05-11,8.98,5.32,-40.76
7202.T,2011-08-03,5.38,10.32,91.82
7202.T,2011-11-08,17.26,29.5,70.92
7202.T,2012-02-08,24.82,17.66,-28.85
7202.T,2012-05-10,41.44,50.24,21.24
7202.T,2012-08-03,20.1,25.52,26.97
7202.T,2012-11-07,22.08,24.16,9.42
7202.T,2013-02-08,25.96,26.72,2.93
7202.T,2013-05-14,35.74,37.56,5.09
7202.T,2013-08-06,33.94,32.6,-3.95
7202.T,2013-11-12,30.36,34.46,13.51
7202.T,2014-02-07,28.83,38.56,33.74
7202.T,2014-05-12,28.87,35.24,22.09
7202.T,2014-08-04,22.28,25.28,13.46
7202.T,2014-11-05,27.24,33.66,23.57
7202.T,2015-02-06,36.72,39.08,6.42
7202.T,2015-05-12,33.1,41.32,24.83
7202.T,2015-08-04,32.71,41.98,28.33
7202.T,2015-11-06,30.3,21.72,-28.32
7202.T,2016-02-08,33.94,31.84,-6.18
7202.T,2016-05-11,42.28,42.89,1.44
7202.T,2016-08-04,28.7,29.2,1.74
7202.T,2016-11-07,26.53,19.98,-24.69
7202.T,2017-02-08,29.77,38.27,28.57
7202.T,2017-05-12,34.17,31.68,-7.28
7202.T,2017-08-04,24.35,41.69,71.21
7202.T,2017-11-06,23.55,25.17,6.88
7202.T,2018-02-07,37.69,39.57,4.99
7202.T,2018-05-14,41.08,27.74,-32.47
7202.T,2018-08-03,34.39,48.38,40.69
7202.T,2018-11-02,32.19,24.61,-23.55
7202.T,2019-02-08,44.43,50.42,13.48
7202.T,2019-05-13,36.93,26.77,-27.51
7202.T,2019-08-02,39.58,37.13,-6.18
7202.T,2019-11-08,28.91,16.88,-41.62
7202.T,2020-02-07,35.51,37.38,5.26
7202.T,2020-05-26,24.56,18.75,-23.67
7202.T,2020-08-05,-3.94,-13.23,-236.02
7202.T,2020-11-06,3.46,10.87,214.14
7202.T,2021-02-08,27.87,41.0,47.09
7202.T,2021-05-13,20.01,19.27,-3.69
7202.T,2021-08-04,31.22,60.05,92.32
7202.T,2021-11-08,24.72,31.82,28.73
7202.T,2022-02-10,41.93,43.24,3.12
7202.T,2022-05-13,19.78,27.76,40.32
7202.T,2022-08-05,44.02,46.51,5.65
7202.T,2022-11-09,41.63,47.66,14.48
7202.T,2023-02-09,58.43,68.18,16.69
7202.T,2023-05-12,28.67,33.4,16.51
7202.T,2023-08-09,46.14,58.11,25.94
7202.T,2023-11-10,67.9,55.55,-18.19
7202.T,2024-02-09,49.61,92.65,86.77
7202.T,2024-05-14,16.72,23.61,41.19
7202.T,2024-08-07,87.94,62.66,-28.74
7202.T,2024-11-11,59.75,29.87,-50.01
7202.T,2025-02-07,75.97,55.81,-26.54
7202.T,2025-05-14,39.75,34.68,-12.76
7202.T,2025-08-07,60.21,58.18,-3.38
7202.T,2025-11-12,40.25,40.58,0.81
7202.T,2026-02-12,61.87,73.91,19.45
7202.T,2026-05-13,29.3,20.47,-30.14
7202.T,2026-08-03,74.04,74.12,0.1
7202.T,2026-11-04,44.46,,
7203.T,2004-08-03,16.46,17.24,4.76
7203.T,2004-11-01,19.74,18.02,-8.71
7203.T,2005-02-03,16.82,18.07,7.43
7203.T,2005-05-10,18.51,17.74,-4.2
7203.T,2005-08-03,18.0,16.36,-9.11
7203.T,2005-11-04,17.45,18.67,6.97
7203.T,2006-02-07,25.93,24.44,-5.74
7203.T,2006-05-10,22.86,24.88,8.85
7203.T,2006-08-04,21.7,23.04,6.18
7203.T,2006-11-07,22.48,25.23,12.23
7203.T,2007-02-06,25.38,26.64,4.97
7203.T,2007-05-09,24.72,27.5,11.26
7203.T,2007-08-03,28.62,30.8,7.6
7203.T,2007-11-07,26.42,28.3,7.13
7203.T,2008-02-05,27.67,28.89,4.42
7203.T,2008-05-08,21.25,20.14,-5.25
7203.T,2008-08-07,21.5,22.46,4.45
7203.T,2008-11-06,16.41,8.92,-45.61
7203.T,2009-02-06,-12.26,-10.45,14.75
7203.T,2009-05-08,-47.15,-48.77,-3.44
7203.T,2009-08-04,-19.05,-4.96,73.95
7203.T,2009-11-05,-1.26,1.39,210.63
7203.T,2010-02-04,9.88,9.77,-1.09
7203.T,2010-05-11,2.66,7.16,169.02
7203.T,2010-08-04,10.82,12.15,12.27
7203.T,2010-11-05,11.09,6.29,-43.25
7203.T,2011-02-08,5.99,5.97,-0.32
7203.T,2011-05-11,5.96,1.62,-72.79
7203.T,2011-08-02,-1.84,0.07,104.02
7203.T,2011-11-08,6.0,5.13,-14.49
7203.T,2012-02-07,3.13,5.16,64.88
7203.T,2012-05-09,7.06,7.68,8.66
7203.T,2012-08-03,15.26,18.34,20.18
7203.T,2012-11-05,13.94,16.29,16.84
7203.T,2013-02-05,9.52,6.31,-33.69
7203.T,2013-05-08,16.21,19.83,22.31
7203.T,2013-08-10,27.76,35.49,27.85
7203.T,2013-11-06,28.99,27.67,-4.55
7203.T,2014-02-04,25.7,25.39,-1.19
7203.T,2014-05-08,22.11,18.74,-15.24
7203.T,2014-08-05,30.06,29.36,-2.33
7203.T,2014-11-05,31.31,34.12,9.0
7203.T,2015-02-04,33.39,37.97,13.74
7203.T,2015-05-08,30.57,28.41,-7.06
7203.T,2015-08-04,40.23,41.08,2.11
7203.T,2015-11-05,40.43,38.79,-4.04
7203.T,2016-02-05,39.41,40.41,2.53
7203.T,2016-05-11,29.85,27.98,-6.24
7203.T,2016-08-04,29.16,36.22,24.22
7203.T,2016-11-08,24.32,25.95,6.71
7203.T,2017-02-06,27.78,32.25,16.1
7203.T,2017-05-10,23.89,26.63,11.45
7203.T,2017-08-04,30.63,41.01,33.9
7203.T,2017-11-07,29.69,30.86,3.94
7203.T,2018-02-06,32.58,63.8,95.8
7203.T,2018-05-09,28.5,32.81,15.1
7203.T,2018-08-03,43.23,44.93,3.95
7203.T,2018-11-06,34.49,40.44,17.27
7203.T,2019-02-06,40.21,12.37,-69.24
7203.T,2019-05-08,4.0,27.89,597.35
7203.T,2019-08-02,44.54,47.93,7.61
7203.T,2019-11-07,39.38,41.9,6.4
7203.T,2020-02-06,38.99,52.68,35.13
7203.T,2020-05-12,8.93,4.57,-48.85
7203.T,2020-08-06,-7.55,11.37,250.7
7203.T,2020-11-06,23.05,33.66,46.04
7203.T,2021-02-10,37.19,59.99,61.33
7203.T,2021-05-12,40.34,55.61,37.84
7203.T,2021-08-04,49.32,64.23,30.22
7203.T,2021-11-04,31.77,45.05,41.82
7203.T,2022-02-09,49.46,57.17,15.59
7203.T,2022-05-11,29.56,38.78,31.18
7203.T,2022-08-04,53.78,53.65,-0.25
7203.T,2022-11-01,50.74,31.77,-37.39
7203.T,2023-02-09,49.55,53.36,7.69
7203.T,2023-05-10,40.63,40.69,0.15
7203.T,2023-08-01,58.76,96.74,64.63
7203.T,2023-11-01,64.49,94.52,46.58
7203.T,2024-02-06,84.16,100.62,19.56
7203.T,2024-05-08,61.55,74.07,20.34
7203.T,2024-08-01,89.89,98.99,10.12
7203.T,2024-11-06,72.69,43.16,-40.62
7203.T,2025-02-05,98.79,165.8,67.84
7203.T,2025-05-08,41.15,51.61,25.43
7203.T,2025-08-07,53.33,64.56,21.06
7203.T,2025-11-05,50.08,71.51,42.8
7203.T,2026-02-06,74.05,96.48,30.3
7203.T,2026-05-08,52.66,62.7,19.08
7203.T,2026-08-04,82.02,120.69,47.15
7203.T,2026-11-05,68.58,,
7211.T,2008-04-25,0.2,23.6,11700.0
7211.T,2008-07-29,-1.9,18.6,1078.95
7211.T,2008-10-30,17.7,4.5,-74.58
7211.T,2009-02-04,-12.6,-31.7,-151.59
7211.T,2009-04-27,-127.0,-90.5,28.74
7211.T,2014-07-30,20.3,28.63,41.03
7211.T,2014-10-29,33.6,33.29,-0.92
7211.T,2015-02-03,31.19,38.33,22.88
7211.T,2015-04-24,19.54,19.91,1.89
7211.T,2015-07-30,20.35,24.39,19.88
7211.T,2015-10-27,27.62,28.56,3.41
7211.T,2016-02-03,25.33,25.09,-0.95
7211.T,2016-04-27,13.89,-4.24,-130.53
7211.T,2016-07-27,-93.31,-131.91,-41.37
7211.T,2016-10-28,-59.5,-91.38,-53.58
7211.T,2017-01-31,-4.04,32.48,903.96
7211.T,2017-05-09,10.5,26.7,154.41
7211.T,2017-07-25,8.58,15.42,79.72
7211.T,2017-11-07,13.35,17.05,27.72
7211.T,2018-02-05,12.17,14.56,19.66
7211.T,2018-05-09,21.67,25.2,16.26
7211.T,2018-07-24,20.01,18.92,-5.46
7211.T,2018-11-06,15.31,15.91,3.92
7211.T,2019-02-01,14.26,11.63,-18.42
7211.T,2019-05-09,24.66,42.8,73.53
7211.T,2019-07-24,12.02,6.26,-47.93
7211.T,2019-11-06,7.15,-4.51,-163.05
7211.T,2020-01-31,6.94,-9.65,-239.01
7211.T,2020-05-19,-9.57,-9.42,1.57
7211.T,2020-07-27,-29.19,-118.36,-305.43
7211.T,2020-11-04,-29.15,-22.66,22.27
7211.T,2021-02-02,-14.47,-22.9,-58.2
7211.T,2021-05-11,-57.33,-45.96,19.83
7211.T,2021-07-27,-6.19,4.09,166.07
7211.T,2021-11-04,-2.85,10.48,468.3
7211.T,2022-01-31,1.15,15.5,1243.48
7211.T,2022-05-10,20.72,19.69,-4.96
7211.T,2022-07-27,7.11,25.91,264.56
7211.T,2022-11-02,13.19,29.69,125.14
7211.T,2023-02-02,16.66,32.26,93.64
7211.T,2023-05-09,11.81,25.52,116.1
7211.T,2023-07-24,18.18,32.22,77.28
7211.T,2023-10-30,22.06,13.12,-40.54
7211.T,2024-02-01,26.5,23.7,-10.55
7211.T,2024-05-08,29.13,34.93,19.89
7211.T,2024-07-23,18.68,19.82,6.12
7211.T,2024-10-30,18.21,5.7,-68.7
7211.T,2025-02-03,23.43,-2.72,-111.61
7211.T,2025-05-08,2.96,5.9,99.44
7211.T,2025-07-24,5.72,0.55,-90.38
7211.T,2025-11-05,0.77,-7.45,-1069.81
7211.T,2026-02-05,7.78,3.55,-54.38
7211.T,2026-05-08,14.73,10.83,-26.49
7211.T,2026-08-03,2.6,1.05,-59.66
7211.T,2026-11-05,0.77,,
7220.T,2005-01-28,24.05,26.1,8.52
7220.T,2005-04-26,21.45,21.35,-0.49
7220.T,2005-07-29,19.85,21.63,8.94
7220.T,2005-10-27,33.85,27.78,-17.95
7220.T,2006-01-31,27.7,23.05,-16.79
7220.T,2006-04-26,26.35,4.04,-84.67
7220.T,2010-07-30,30.5,32.44,6.34
7220.T,2010-10-29,25.5,27.94,9.57
7220.T,2011-01-31,25.5,63.36,148.45
7220.T,2011-04-28,22.0,23.5,6.82
7220.T,2011-08-01,8.01,19.99,149.44
7220.T,2011-10-28,24.89,16.95,-31.92
7220.T,2012-01-31,28.12,19.45,-30.84
7220.T,2012-04-27,32.64,14.66,-55.1
7220.T,2012-07-31,40.67,17.18,-57.76
7220.T,2012-10-31,13.91,-1.68,-112.11
7220.T,2013-01-31,17.23,11.68,-32.24
7220.T,2013-04-26,23.78,13.38,-43.75
7220.T,2014-01-30,37.79,27.99,-25.93
7220.T,2014-04-25,7.52,34.51,359.18
7220.T,2015-04-28,22.64,16.28,-28.09
7220.T,2015-07-31,30.48,23.24,-23.75
7220.T,2015-10-30,22.92,30.68,33.88
7220.T,2016-01-29,23.88,45.8,91.77
7220.T,2016-04-28,16.11,9.43,-41.48
7220.T,2016-08-10,30.45,8.43,-72.32
7220.T,2017-02-14,38.45,34.67,-9.83
7220.T,2017-05-10,51.05,40.65,-20.39
7220.T,2017-11-06,36.35,21.48,-40.92
7220.T,2018-02-08,38.45,47.32,23.06
7220.T,2019-02-06,55.4,38.27,-30.92
7220.T,2019-05-09,53.54,29.39,-45.1
7220.T,2019-08-09,40.67,29.76,-26.82
7220.T,2019-11-06,39.99,11.66,-70.84
7220.T,2020-02-07,45.1,25.41,-43.66
7220.T,2020-05-29,50.02,-172.78,-445.46
7220.T,2021-02-09,31.65,61.79,95.23
7220.T,2021-05-12,33.18,74.12,123.39
7220.T,2021-08-05,20.58,23.95,16.38
7220.T,2021-11-04,32.42,-4.81,-114.84
7220.T,2022-02-08,22.41,7.02,-68.67
7220.T,2022-05-10,67.24,57.04,-15.17
7220.T,2022-08-05,8.23,-3.08,-137.42
7220.T,2022-11-08,18.4,9.31,-49.4
7220.T,2023-02-08,44.4,-4.75,-110.7
7220.T,2023-08-09,22.34,27.21,21.8
7220.T,2023-11-06,32.5,27.73,-14.68
7220.T,2024-02-08,47.5,42.72,-10.06
7220.T,2024-08-06,32.12,44.88,39.73
7220.T,2025-02-07,59.73,33.53,-43.86
7220.T,2026-11-10,,,
7224.T,2010-10-28,1.46,1.05,-28.03
7224.T,2011-01-28,2.78,2.55,-8.11
7224.T,2011-04-28,10.7,-16.65,-255.55
7224.T,2011-07-29,-13.37,-18.38,-37.45
7224.T,2011-10-27,-0.7,1.77,353.22
7224.T,2012-01-31,7.12,-5.05,-170.89
7224.T,2012-04-27,12.59,18.98,50.74
7224.T,2012-07-31,-3.93,47.98,1320.87
7224.T,2012-10-31,-0.65,8.8,1443.51
7224.T,2013-01-31,7.78,24.31,212.47
7224.T,2013-04-26,9.91,32.95,232.56
7224.T,2013-07-31,6.38,11.18,75.29
7224.T,2013-10-31,6.86,16.88,145.96
7224.T,2014-01-31,14.86,18.97,27.66
7224.T,2014-04-28,21.19,27.64,30.42
7224.T,2014-07-30,14.54,12.05,-17.15
7224.T,2014-10-30,16.91,24.22,43.22
7224.T,2015-01-30,17.11,26.11,52.56
7224.T,2015-04-28,24.96,29.5,18.18
7224.T,2015-07-30,18.35,29.19,59.11
7224.T,2016-01-29,27.9,16.36,-41.36
7224.T,2018-04-27,32.4,16.52,-49.01
7224.T,2020-05-14,28.2,36.21,28.4
7224.T,2021-01-29,22.2,25.65,15.54
7224.T,2021-07-30,9.3,13.28,42.8
7224.T,2022-02-03,8.4,30.94,268.33
7224.T,2022-10-31,8.2,35.82,336.83
7224.T,2023-02-02,19.0,24.82,30.63
7240.T,2005-05-13,36.0,34.13,-5.19
7240.T,2005-07-29,39.25,40.91,4.23
7240.T,2005-11-15,47.31,37.34,-21.07
7240.T,2006-02-03,44.15,43.43,-1.63
7240.T,2006-05-12,38.7,46.3,19.64
7240.T,2006-07-31,41.49,42.53,2.51
7240.T,2006-11-14,39.3,33.1,-15.78
7240.T,2007-02-02,37.0,34.63,-6.41
7240.T,2007-05-14,28.5,33.11,16.18
7240.T,2007-07-31,31.34,42.36,35.16
7240.T,2007-11-13,27.32,32.59,19.29
7240.T,2008-02-04,37.21,42.41,13.97
7240.T,2008-05-12,39.9,32.08,-19.6
7240.T,2008-07-31,28.34,41.97,48.09
7240.T,2008-11-11,11.2,14.27,27.41
7240.T,2009-02-02,-15.79,-8.11,48.64
7240.T,2009-05-13,-78.2,-48.13,38.45
7240.T,2009-07-31,-48.78,-28.12,42.35
7240.T,2009-11-09,-6.7,-15.72,-134.63
7240.T,2010-02-01,7.81,28.54,265.43
7240.T,2010-05-13,7.18,22.7,216.09
7240.T,2010-11-09,28.61,25.79,-9.85
7240.T,2011-11-10,31.1,19.12,-38.52
7240.T,2012-05-11,3.71,18.95,410.42
7240.T,2015-05-12,49.81,42.02,-15.64
7240.T,2015-08-03,53.23,57.12,7.31
7240.T,2016-02-01,96.0,56.76,-40.87
7240.T,2016-08-01,24.05,-9.44,-139.25
7240.T,2016-11-10,49.3,36.66,-25.64
7240.T,2017-02-02,58.53,90.64,54.86
7240.T,2017-05-11,42.9,40.53,-5.52
7240.T,2017-11-09,56.54,65.63,16.09
7240.T,2018-02-01,74.38,79.33,6.66
7240.T,2018-05-10,33.54,30.78,-8.23
7240.T,2018-08-01,27.21,22.32,-17.97
7240.T,2019-02-01,26.33,53.5,103.19
7240.T,2019-05-13,-89.05,-89.52,-0.53
7240.T,2019-08-01,3.47,-21.06,-706.92
7240.T,2019-11-12,18.5,28.98,56.65
7240.T,2020-02-03,15.61,18.67,19.6
7240.T,2021-11-10,-6.6,35.59,639.24
7240.T,2022-02-14,28.3,33.98,20.07
7240.T,2023-02-03,32.5,19.59,-39.72
7240.T,2026-11-10,,,
7241.T,2008-05-14,64.36,40.77,-36.65
7241.T,2008-08-07,40.03,20.11,-49.76
7241.T,2009-02-12,14.3,-128.57,-999.09
7241.T,2010-11-10,9.2,26.73,190.61
7241.T,2011-02-09,1.44,16.73,1062.61
7241.T,2011-05-11,9.63,15.35,59.33
7241.T,2011-08-08,-8.99,-43.52,-383.88
7241.T,2012-02-02,2.44,-13.53,-655.42
7241.T,2012-06-25,-14.35,13.82,196.31
7241.T,2012-07-30,-11.81,-9.19,22.17
7241.T,2012-10-30,0.99,-15.76,-1696.76
7241.T,2013-01-31,-11.6,-20.57,-77.34
7241.T,2013-05-07,-18.38,-19.42,-5.66
7241.T,2013-07-30,-10.51,-1.94,81.55
7241.T,2014-01-31,-1.51,-16.4,-982.51
7241.T,2014-04-24,17.07,62.05,263.52
7241.T,2014-07-30,-13.0,-8.06,37.99
7241.T,2015-02-02,11.24,0.3,-97.33
7241.T,2015-06-30,3.24,6.23,92.22
7241.T,2015-07-30,2.76,-24.6,-990.98
7241.T,2016-02-02,6.57,9.37,42.53
7242.T,2018-05-11,78.5,64.34,-18.04
7242.T,2020-08-07,-113.55,-74.91,34.03
7242.T,2020-11-06,-48.95,1.37,102.8
7242.T,2021-02-09,29.35,134.93,359.71
7242.T,2026-11-12,,,
7259.T,2004-10-28,9.83,10.04,2.14
7259.T,2005-02-01,13.5,9.5,-29.61
7259.T,2005-04-27,18.23,21.96,20.44
7259.T,2005-07-27,14.17,15.4,8.71
7259.T,2005-10-28,13.23,14.8,11.84
7259.T,2006-02-02,15.67,21.35,36.27
7259.T,2006-04-27,15.93,18.24,14.46
7259.T,2006-07-27,17.23,15.49,-10.1
7259.T,2006-10-31,15.43,13.17,-14.67
7259.T,2007-02-01,21.33,25.1,17.67
7259.T,2007-04-26,20.67,23.91,15.69
7259.T,2007-07-26,20.17,24.16,19.82
7259.T,2007-10-31,16.07,20.99,30.62
7259.T,2008-01-31,29.57,36.69,24.09
7259.T,2008-04-25,30.58,25.66,-16.08
7259.T,2008-07-30,23.6,28.24,19.65
7259.T,2008-10-30,8.98,9.16,2.06
7259.T,2009-02-03,-9.68,-11.96,-23.61
7259.T,2009-04-28,-55.04,-55.23,-0.33
7259.T,2009-07-31,-31.22,-17.24,44.8
7259.T,2009-10-30,-0.05,-23.95,-47793.34
7259.T,2010-02-03,26.52,29.47,11.13
7259.T,2010-04-28,17.14,31.38,83.08
7259.T,2010-07-31,22.48,25.51,13.48
7259.T,2010-10-29,27.72,27.12,-2.16
7259.T,2011-02-03,17.93,23.76,32.57
7259.T,2011-04-28,-6.12,6.09,199.62
7259.T,2011-08-01,-2.33,-0.73,68.71
7259.T,2011-10-28,15.0,15.01,0.04
7259.T,2012-02-03,20.0,14.27,-28.63
7259.T,2012-04-27,27.62,37.13,34.42
7259.T,2012-07-31,24.24,28.6,17.99
7259.T,2012-10-31,24.91,20.11,-19.28
7259.T,2013-02-01,12.34,15.54,25.98
7259.T,2013-04-26,18.83,27.43,45.65
7259.T,2013-07-31,21.61,34.28,58.61
7259.T,2013-10-31,18.09,23.84,31.78
7259.T,2014-02-03,19.29,27.43,42.19
7259.T,2014-04-25,22.64,20.94,-7.5
7259.T,2014-07-31,25.53,28.18,10.37
7259.T,2014-10-31,21.98,15.13,-31.16
7259.T,2015-02-03,31.67,24.21,-23.53
7259.T,2015-04-28,31.77,23.77,-25.2
7259.T,2015-07-31,28.65,26.34,-8.08
7259.T,2015-10-30,22.49,18.27,-18.75
7259.T,2016-02-03,29.58,40.49,36.88
7259.T,2016-04-28,27.28,29.13,6.78
7259.T,2016-07-29,28.34,48.12,69.79
7259.T,2016-10-28,13.06,15.16,16.11
7259.T,2017-02-02,30.03,46.69,55.47
7259.T,2017-04-28,25.22,38.11,51.11
7259.T,2017-07-28,32.72,37.61,14.95
7259.T,2017-10-31,33.11,29.6,-10.6
7259.T,2018-02-02,41.71,49.22,17.99
7259.T,2018-04-27,45.99,46.99,2.17
7259.T,2018-07-31,37.04,49.62,33.95
7259.T,2018-10-31,33.4,30.23,-9.49
7259.T,2019-02-01,39.16,23.09,-41.04
7259.T,2019-04-26,34.48,33.28,-3.48
7259.T,2019-07-31,28.13,21.52,-23.48
7259.T,2019-10-31,17.23,16.06,-6.82
7259.T,2020-01-31,18.4,20.15,9.49
7259.T,2020-04-30,-16.9,-27.97,-65.53
7259.T,2020-07-31,-40.2,-62.22,-54.76
7259.T,2020-10-29,20.89,38.11,82.41
7259.T,2021-02-02,41.26,72.46,75.6
7259.T,2021-04-28,37.0,82.3,122.44
7259.T,2021-07-30,41.68,56.92,36.56
7259.T,2021-10-29,27.89,20.18,-27.66
7259.T,2022-02-02,47.53,46.43,-2.31
7259.T,2022-04-28,51.97,52.03,0.1
7259.T,2022-07-29,31.45,26.76,-14.9
7259.T,2022-10-28,40.28,12.72,-68.42
7259.T,2023-02-03,55.3,-10.28,-118.58
7259.T,2023-04-27,53.99,17.39,-67.79
7259.T,2023-07-28,48.84,50.69,3.8
7259.T,2023-10-31,50.57,35.44,-29.92
7259.T,2024-02-02,41.74,-2.78,-106.65
7259.T,2024-04-26,43.89,28.96,-34.03
7259.T,2024-07-31,28.19,16.92,-39.98
7259.T,2024-10-31,42.08,-6.81,-116.18
7259.T,2025-01-31,40.56,53.03,30.73
7259.T,2025-04-25,71.18,74.67,4.9
7259.T,2025-07-31,37.78,52.31,38.44
7259.T,2025-10-31,26.96,40.88,51.63
7259.T,2026-02-03,75.99,51.42,-32.33
7259.T,2026-04-28,50.17,88.03,75.48
7259.T,2026-07-31,43.16,44.48,3.05
7259.T,2026-10-29,45.06,,
7261.T,2004-07-30,25.0,47.7,90.8
7261.T,2004-11-09,38.5,29.25,-24.03
7261.T,2005-02-04,38.5,30.25,-21.43
7261.T,2005-04-27,57.0,80.95,42.02
7261.T,2005-08-03,-26.5,1.7,106.42
7261.T,2005-11-02,165.0,123.8,-24.97
7261.T,2006-02-10,60.63,37.05,-38.9
7261.T,2006-04-28,77.5,95.1,22.71
7261.T,2006-07-28,43.0,23.6,-45.12
7261.T,2006-11-02,54.0,73.55,36.2
7261.T,2007-02-08,74.0,53.15,-28.18
7261.T,2007-04-27,107.5,112.65,4.79
7261.T,2007-07-31,24.0,8.8,-63.33
7261.T,2007-11-02,89.0,94.4,6.07
7261.T,2008-02-06,64.5,56.6,-12.25
7261.T,2008-04-25,149.75,166.25,11.02
7261.T,2008-07-31,37.65,53.15,41.17
7261.T,2008-10-30,56.23,51.65,-8.14
7261.T,2009-02-04,-44.1,-0.95,97.85
